timestamp,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_qd_0,target_qd_1,target_qd_2,target_qd_3,target_qd_4,target_qd_5,target_qdd_0,target_qdd_1,target_qdd_2,target_qdd_3,target_qdd_4,target_qdd_5,target_current_0,target_current_1,target_current_2,target_current_3,target_current_4,target_current_5,target_moment_0,target_moment_1,target_moment_2,target_moment_3,target_moment_4,target_moment_5,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,actual_current_0,actual_current_1,actual_current_2,actual_current_3,actual_current_4,actual_current_5,joint_control_output_0,joint_control_output_1,joint_control_output_2,joint_control_output_3,joint_control_output_4,joint_control_output_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5,target_TCP_pose_0,target_TCP_pose_1,target_TCP_pose_2,target_TCP_pose_3,target_TCP_pose_4,target_TCP_pose_5,target_TCP_speed_0,target_TCP_speed_1,target_TCP_speed_2,target_TCP_speed_3,target_TCP_speed_4,target_TCP_speed_5,actual_digital_input_bits,joint_temperatures_0,joint_temperatures_1,joint_temperatures_2,joint_temperatures_3,joint_temperatures_4,joint_temperatures_5,actual_execution_time,robot_mode,joint_mode_0,joint_mode_1,joint_mode_2,joint_mode_3,joint_mode_4,joint_mode_5,safety_mode,actual_tool_accelerometer_0,actual_tool_accelerometer_1,actual_tool_accelerometer_2,speed_scaling,target_speed_fraction,actual_momentum,actual_main_voltage,actual_robot_voltage,actual_robot_current,actual_joint_voltage_0,actual_joint_voltage_1,actual_joint_voltage_2,actual_joint_voltage_3,actual_joint_voltage_4,actual_joint_voltage_5,actual_digital_output_bits,runtime_state,standard_analog_input0,standard_analog_input1,standard_analog_output0,standard_analog_output1,robot_status_bits,safety_status_bits,ft_raw_wrench_0,ft_raw_wrench_1,ft_raw_wrench_2,ft_raw_wrench_3,ft_raw_wrench_4,ft_raw_wrench_5,payload_inertia_0,payload_inertia_1,payload_inertia_2,payload_inertia_3,payload_inertia_4,payload_inertia_5,output_int_register_2,output_int_register_12,output_int_register_13,output_int_register_14,output_int_register_15,output_int_register_16,output_int_register_17,output_int_register_18,output_int_register_19,output_double_register_12,output_double_register_13,output_double_register_14,output_double_register_15,output_double_register_16,output_double_register_17,output_double_register_18,output_double_register_19
241535.816000,1.437494,-1.089114,2.525809,3.275377,1.572121,3.357390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.261040,-0.418590,-0.238797,-0.000100,0.000000,-0.000000,-23.523832,-4.325192,-1.846336,-0.000786,0.000000,1.437510,-1.089131,2.525807,3.275397,1.572124,3.357365,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.273404,-1.993249,-0.542930,-0.181282,-0.042413,-0.045987,-0.000000,-2.261040,-0.418590,-0.238797,-0.000100,0.000000,0.086296,-0.363187,0.250118,0.000005,-0.000000,-3.053761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.360746,3.498771,0.604467,-0.058127,0.072004,0.050058,0.086290,-0.363187,0.250113,0.000000,-0.000000,-3.053753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,28.437500,29.250000,27.687500,31.812500,35.000000,36.250000,0.637105,7,253,253,253,253,253,253,1,0.210690,0.076614,9.538500,0.000000,1.000000,0.000000,47.521198,47.574039,0.591951,47.470268,47.427269,47.513268,47.513268,47.298275,47.369938,0,1,-0.000000,-0.000000,0.004000,0.004000,1,1,-648.027042,148.923282,19379.574532,-33.659594,-11.279515,33.975086,0.000002,0.000002,0.000002,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241535.818000,1.437494,-1.089114,2.525809,3.275377,1.572121,3.357390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.261006,-0.418556,-0.238801,-0.000098,0.000000,-0.000000,-23.523478,-4.324839,-1.846372,-0.000771,0.000000,1.437481,-1.089138,2.525814,3.275388,1.572166,3.357402,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.296780,-2.055379,-0.514120,-0.184135,-0.012888,-0.043191,-0.000000,-2.261006,-0.418556,-0.238801,-0.000098,0.000000,0.086281,-0.363185,0.250120,0.000066,-0.000025,-3.053753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.309147,3.687040,0.336752,-0.050869,0.073221,0.047399,0.086290,-0.363187,0.250113,0.000000,-0.000000,-3.053753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,28.437500,29.250000,27.687500,31.812500,35.000000,36.250000,0.643608,7,253,253,253,253,253,253,1,0.248997,0.019154,9.442732,0.000000,1.000000,0.000000,47.517616,47.574932,0.614330,47.455936,47.412937,47.527599,47.484600,47.355606,47.369938,0,1,-0.000000,-0.000000,0.004000,0.004000,1,1,-648.094906,148.740197,19379.307046,-33.666934,-11.280092,33.972429,0.000002,0.000002,0.000002,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241535.820000,1.437494,-1.089114,2.525809,3.275377,1.572121,3.357390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.260980,-0.418556,-0.238801,-0.000101,0.000000,-0.000000,-23.523204,-4.324839,-1.846367,-0.000796,0.000000,1.437490,-1.089140,2.525844,3.275398,1.572132,3.357410,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.291850,-2.039467,-0.528600,-0.186308,-0.041199,-0.038673,-0.000000,-2.260980,-0.418556,-0.238801,-0.000101,0.000000,0.086289,-0.363177,0.250115,0.000025,0.000041,-3.053736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.364062,3.748343,0.315272,-0.048412,0.074553,0.045453,0.086290,-0.363187,0.250113,0.000000,-0.000000,-3.053753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,28.437500,29.250000,27.687500,31.812500,35.000000,36.250000,0.643068,7,253,253,253,253,253,253,1,0.248997,0.057461,9.500193,0.000000,1.000000,0.000000,47.510452,47.554333,0.621043,47.513268,47.427269,47.556267,47.484600,47.326939,47.412937,0,1,-0.000000,-0.000000,0.004000,0.004000,1,1,-648.045704,148.674336,19379.285284,-33.669497,-11.281205,33.970479,0.000002,0.000002,0.000002,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241535.822000,1.437494,-1.089114,2.525809,3.275377,1.572121,3.357390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.260927,-0.418507,-0.238804,-0.000098,0.000000,-0.000000,-23.522654,-4.324339,-1.846389,-0.000776,0.000000,1.437441,-1.089131,2.525812,3.275389,1.572099,3.357365,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.247871,-2.022522,-0.548884,-0.203456,-0.028835,-0.037405,-0.000000,-2.260927,-0.418507,-0.238804,-0.000098,0.000000,0.086273,-0.363191,0.250118,-0.000034,0.000001,-3.053831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.306285,3.475607,0.323056,-0.057366,0.069199,0.045662,0.086290,-0.363187,0.250113,0.000000,-0.000000,-3.053753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,28.437500,29.250000,27.687500,31.812500,35.000000,36.250000,0.641604,7,253,253,253,253,253,253,1,0.248997,0.153229,9.481039,0.000000,1.000000,0.000000,47.526573,47.587475,0.591951,47.513268,47.412937,47.541931,47.513268,47.355606,47.398605,0,1,-0.000000,-0.000000,0.004000,0.004000,1,1,-648.079047,148.951415,19379.293011,-33.660100,-11.276650,33.970688,0.000002,0.000002,0.000002,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241535.824000,1.437494,-1.089114,2.525809,3.275377,1.572121,3.357390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.260998,-0.418547,-0.238801,-0.000096,0.000000,-0.000000,-23.523393,-4.324753,-1.846370,-0.000757,0.000000,1.437414,-1.089082,2.525769,3.275343,1.572146,3.357378,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.289876,-2.026560,-0.574064,-0.198623,-0.030388,-0.038121,-0.000000,-2.260998,-0.418547,-0.238801,-0.000096,0.000000,0.086257,-0.363205,0.250112,0.000027,-0.000070,-3.053844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.497046,3.486448,0.464989,-0.056438,0.074284,0.048242,0.086290,-0.363187,0.250113,0.000000,-0.000000,-3.053753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,28.437500,29.250000,27.687500,31.812500,35.000000,36.250000,0.642924,7,253,253,253,253,253,253,1,0.172383,0.114922,9.538500,0.000000,1.000000,0.000000,47.534634,47.590157,0.607612,47.498932,47.412937,47.527599,47.484600,47.326939,47.412937,0,1,-0.000000,-0.000000,0.004000,0.004000,1,1,-647.889843,148.923857,19379.435282,-33.661473,-11.281633,33.973273,0.000002,0.000002,0.000002,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241535.826000,1.437494,-1.089114,2.525809,3.275377,1.572121,3.357390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.261158,-0.418533,-0.238798,-0.000099,0.000000,-0.000000,-23.525056,-4.324603,-1.846348,-0.000784,0.000000,1.437485,-1.089164,2.525807,3.275335,1.572137,3.357369,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.313213,-1.993050,-0.537060,-0.182546,-0.025604,-0.027848,-0.000000,-2.261158,-0.418533,-0.238798,-0.000099,0.000000,0.086287,-0.363180,0.250135,-0.000001,-0.000146,-3.053781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.726901,3.553025,0.394395,-0.054754,0.080761,0.040027,0.086290,-0.363187,0.250113,0.000000,-0.000000,-3.053753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,28.437500,29.250000,27.687500,31.812500,35.000000,36.250000,0.649512,7,253,253,253,253,253,253,1,0.210690,0.134075,9.576807,0.000000,1.000000,0.000000,47.522987,47.581200,0.681469,47.484600,47.398605,47.556267,47.513268,47.298275,47.398605,0,1,-0.000000,-0.000000,0.004000,0.004000,1,1,-647.666993,148.837017,19379.364801,-33.663725,-11.287937,33.965062,0.000002,0.000002,0.000002,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241535.828000,1.437494,-1.089114,2.525809,3.275377,1.572121,3.357390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.260943,-0.418609,-0.238794,-0.000099,0.000000,0.000000,-23.522821,-4.325386,-1.846317,-0.000779,0.000000,1.437490,-1.089140,2.525778,3.275368,1.572112,3.357374,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.286327,-2.047734,-0.540223,-0.199273,-0.036931,-0.024004,0.000000,-2.260943,-0.418609,-0.238794,-0.000099,0.000000,0.086289,-0.363193,0.250128,-0.000030,-0.000097,-3.053773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.545382,3.746737,0.402826,-0.051509,0.078383,0.043651,0.086290,-0.363187,0.250113,0.000000,-0.000000,-3.053753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,28.437500,29.250000,27.687500,31.812500,35.000000,36.250000,0.642204,7,253,253,253,253,253,253,1,0.229843,0.153229,9.481039,0.000000,1.000000,0.000000,47.497021,47.554333,0.609854,47.498932,47.412937,47.513268,47.484600,47.298275,47.384270,0,1,-0.000000,-0.000000,0.004000,0.004000,1,1,-647.864873,148.659999,19379.373040,-33.666746,-11.285285,33.968683,0.000002,0.000002,0.000002,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241535.830000,1.437494,-1.089114,2.525809,3.275377,1.572121,3.357390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.261038,-0.418619,-0.238796,-0.000097,0.000000,-0.000000,-23.523810,-4.325498,-1.846333,-0.000765,0.000000,1.437497,-1.089176,2.525810,3.275364,1.572124,3.357369,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.300184,-2.032373,-0.548587,-0.194148,-0.028297,-0.023566,-0.000000,-2.261038,-0.418619,-0.238796,-0.000097,0.000000,0.086292,-0.363180,0.250136,-0.000015,-0.000114,-3.053770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.342863,3.580968,0.538261,-0.055105,0.073331,0.049654,0.086290,-0.363187,0.250113,0.000000,-0.000000,-3.053753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,28.437500,29.250000,27.687500,31.812500,35.000000,36.250000,0.642732,7,253,253,253,253,253,253,1,0.210690,0.095768,9.461885,0.000000,1.000000,0.000000,47.526573,47.588367,0.585233,47.527599,47.441601,47.527599,47.484600,47.355606,47.326939,0,1,-0.000000,-0.000000,0.004000,0.004000,1,1,-648.052064,148.842868,19379.508550,-33.662723,-11.280567,33.974686,0.000002,0.000002,0.000002,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241535.832000,1.437494,-1.089114,2.525809,3.275377,1.572121,3.357390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.260918,-0.418626,-0.238796,-0.000098,0.000000,-0.000000,-23.522561,-4.325563,-1.846328,-0.000771,0.000000,1.437518,-1.089119,2.525819,3.275368,1.572080,3.357431,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.326181,-2.008881,-0.550404,-0.187746,-0.018391,-0.037179,-0.000000,-2.260918,-0.418626,-0.238796,-0.000098,0.000000,0.086303,-0.363182,0.250115,-0.000063,0.000004,-3.053687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.535351,3.526230,0.856648,-0.059360,0.080219,0.045908,0.086290,-0.363187,0.250113,0.000000,-0.000000,-3.053753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,28.437500,29.250000,27.687500,31.812500,35.000000,36.250000,0.642193,7,253,253,253,253,253,253,1,0.268151,0.076614,9.461885,0.000000,1.000000,0.000000,47.546276,47.588367,0.607612,47.498932,47.441601,47.541931,47.513268,47.355606,47.412937,0,1,-0.000000,-0.000000,0.004000,0.004000,1,1,-647.855879,148.880308,19379.826508,-33.659091,-11.287809,33.970933,0.000002,0.000002,0.000002,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241535.834000,1.437494,-1.089114,2.525809,3.275377,1.572121,3.357390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.261007,-0.418514,-0.238801,-0.000095,0.000000,-0.000000,-23.523485,-4.324405,-1.846369,-0.000746,0.000000,1.437469,-1.089164,2.525807,3.275378,1.572158,3.357431,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.323792,-2.029170,-0.511655,-0.182884,-0.022230,-0.030285,-0.000000,-2.261007,-0.418514,-0.238801,-0.000095,0.000000,0.086278,-0.363185,0.250131,0.000042,-0.000086,-3.053736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.479477,3.631683,0.332281,-0.049602,0.075742,0.047544,0.086290,-0.363187,0.250113,0.000000,-0.000000,-3.053753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,28.437500,29.250000,27.687500,31.812500,35.000000,36.250000,0.655225,7,253,253,253,253,253,253,1,0.172383,0.076614,9.481039,0.000000,1.000000,0.000000,47.491642,47.552544,0.612089,47.455936,47.398605,47.513268,47.498932,47.312607,47.341274,0,1,-0.000000,-0.000000,0.004000,0.004000,1,1,-647.920483,148.780245,19379.302665,-33.668420,-11.282491,33.972577,0.000002,0.000002,0.000002,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
